,PCODE,Region,Province,Municipality_City,food,clothing,power,entertainment,house_items,Health,Transport,Education,Communication,leisure,eats,poverty
1141,PH086003000,Region VIII,Samar (Western),Calbayog City,24.8,1.6,6.3,22.3,27.4,38.7,1.9,4.9,28.8,2.0,7.0,0.0
1142,PH086004000,Region VIII,Samar (Western),Calbiga,37.4,2.8,7.6,32.8,42.1,39.0,3.0,7.6,40.0,3.5,8.6,0.0
1143,PH086005000,Region VIII,Samar (Western),Catbalogan,17.9,2.0,10.9,14.7,21.1,33.6,2.6,7.7,21.1,2.2,10.3,0.0
1144,PH086006000,Region VIII,Samar (Western),Daram,52.7,3.3,6.2,47.3,58.1,51.2,3.1,6.0,47.2,2.9,6.1,0.0
1145,PH086007000,Region VIII,Samar (Western),Gandara,46.4,2.4,5.3,42.4,50.5,43.8,2.2,5.0,37.9,2.7,7.0,0.0
1146,PH086008000,Region VIII,Samar (Western),Hinabangan,34.0,3.6,10.4,28.2,39.9,43.8,3.5,8.1,36.1,3.4,9.3,0.0
1147,PH086009000,Region VIII,Samar (Western),Jiabong,37.1,3.3,8.9,31.7,42.6,41.7,3.7,8.8,48.4,4.3,9.0,0.0
1148,PH086010000,Region VIII,Samar (Western),Marabut,37.2,2.8,7.6,32.5,41.8,44.4,3.2,7.3,35.0,2.9,8.2,0.0
1149,PH086011000,Region VIII,Samar (Western),Matuguinao,51.8,4.7,9.1,44.0,59.5,57.5,4.7,8.1,64.2,5.3,8.2,0.0
1150,PH086012000,Region VIII,Samar (Western),Motiong,42.0,3.6,8.6,36.1,48.0,45.9,3.9,8.6,60.6,5.4,9.0,0.0
1151,PH086013000,Region VIII,Samar (Western),Pinabacdao,47.0,3.3,7.1,41.5,52.5,45.0,3.2,7.0,39.1,3.3,8.3,0.0
1152,PH086014000,Region VIII,Samar (Western),San Jose de Buan,43.2,5.7,13.2,33.8,52.6,57.8,5.2,8.9,55.0,5.0,9.1,0.0
1153,PH086015000,Region VIII,Samar (Western),San Sebastian,40.8,3.8,9.3,34.5,47.0,43.0,3.7,8.6,49.0,4.8,9.8,0.0
1154,PH086016000,Region VIII,Samar (Western),Santa Margarita,33.1,3.2,9.7,27.9,38.4,40.7,3.5,8.6,36.1,2.8,7.6,0.0
1155,PH086017000,Region VIII,Samar (Western),Santa Rita,48.2,3.4,7.0,42.6,53.7,41.3,3.2,7.8,42.0,3.1,7.4,0.0
1156,PH086018000,Region VIII,Samar (Western),Santo Nino,40.0,4.0,10.0,33.4,46.6,45.3,4.7,10.4,38.6,4.1,10.7,0.0
1157,PH086019000,Region VIII,Samar (Western),Talalora,45.4,4.6,10.0,37.9,52.9,47.0,4.9,10.3,37.7,4.1,10.9,0.0
1158,PH086020000,Region VIII,Samar (Western),Tarangnan,47.5,3.1,6.5,42.4,52.6,46.3,3.2,6.9,44.9,3.4,7.5,0.0
1159,PH086021000,Region VIII,Samar (Western),Villareal,42.8,2.7,6.3,38.4,47.2,42.1,2.8,6.6,36.5,2.9,7.9,0.0
1160,PH086022000,Region VIII,Samar (Western),Paranas (Wright),31.8,2.4,7.4,27.9,35.7,42.5,2.9,6.9,38.3,2.6,6.8,0.0
1161,PH086023000,Region VIII,Samar (Western),Zumurraga,49.5,3.6,7.2,43.6,55.4,49.9,3.8,7.7,46.1,3.1,6.8,0.0
1162,PH086024000,Region VIII,Samar (Western),Tagapul-an,49.5,4.0,8.0,43.0,56.0,42.5,4.2,9.9,38.3,4.1,10.6,0.0
1163,PH086025000,Region VIII,Samar (Western),San Jorge,41.1,2.9,7.0,36.4,45.9,42.3,2.8,6.7,36.6,3.1,8.3,0.0
1164,PH086026000,Region VIII,Samar (Western),Pagsanghan,38.0,3.6,9.4,32.1,43.9,40.6,3.5,8.7,31.8,3.6,11.3,0.0
1165,PH086401000,Region VIII,Southern Leyte,Anahawan,39.1,3.7,9.4,33.0,45.2,29.7,3.7,12.5,22.4,3.2,14.1,0.0
1166,PH086402000,Region VIII,Southern Leyte,Bontoc,39.8,2.5,6.3,35.7,44.0,43.2,2.7,6.3,35.8,2.5,7.1,0.0
1167,PH086403000,Region VIII,Southern Leyte,Hinunangan,33.8,2.4,7.0,29.9,37.7,37.6,2.7,7.1,27.6,2.4,8.7,0.0
1168,PH086404000,Region VIII,Southern Leyte,Hinundayan,36.3,3.0,8.3,31.3,41.2,31.7,3.3,10.3,17.5,2.5,14.3,0.0
1169,PH086405000,Region VIII,Southern Leyte,Libagon,40.9,3.2,7.8,35.7,46.1,42.1,3.7,8.9,30.3,3.1,10.2,0.0
1170,PH086406000,Region VIII,Southern Leyte,Liloan,42.5,3.2,7.6,37.2,47.8,39.3,3.2,8.1,30.1,2.5,8.4,0.0
1171,PH086407000,Region VIII,Southern Leyte,Maasin City,29.4,2.4,8.2,25.4,33.3,31.4,2.0,6.3,23.9,1.9,8.1,0.0
1172,PH086408000,Region VIII,Southern Leyte,Macrohon,35.6,2.4,6.7,31.6,39.5,33.6,2.6,7.8,25.9,2.2,8.6,0.0
1173,PH086409000,Region VIII,Southern Leyte,Malitbog,45.0,2.2,4.8,41.5,48.6,40.6,2.9,7.2,25.4,2.4,9.3,0.0
1174,PH086410000,Region VIII,Southern Leyte,Padre Burgos,30.9,3.8,12.4,24.6,37.2,33.9,3.7,10.9,20.5,3.0,14.5,0.0
1175,PH086411000,Region VIII,Southern Leyte,Pintuyan,44.4,2.7,6.1,39.9,48.9,43.2,3.5,8.1,30.6,2.9,9.5,0.0
1176,PH086412000,Region VIII,Southern Leyte,Saint Bernard,39.5,2.7,6.7,35.1,43.9,42.7,3.0,6.9,34.0,2.6,7.6,0.0
1177,PH086413000,Region VIII,Southern Leyte,San Francisco,40.0,3.0,7.6,35.0,45.0,36.7,2.6,7.2,26.3,2.6,9.9,0.0
1178,PH086414000,Region VIII,Southern Leyte,San Juan (Cabalian)),35.9,2.7,7.5,31.5,40.3,33.6,3.0,9.0,22.8,3.0,12.9,0.0
1179,PH086415000,Region VIII,Southern Leyte,San Ricardo,46.0,3.8,8.3,39.7,52.3,42.5,3.4,8.0,27.6,3.7,13.4,0.0
1180,PH086416000,Region VIII,Southern Leyte,Silago,31.1,4.1,13.1,24.4,37.8,38.1,4.2,11.0,30.6,3.4,11.0,0.0
1181,PH086417000,Region VIII,Southern Leyte,Sogod,39.1,2.4,6.2,35.1,43.1,36.8,2.6,7.1,31.3,2.4,7.6,0.0
1182,PH086418000,Region VIII,Southern Leyte,Tomas Oppus,42.2,2.5,5.9,38.1,46.3,39.7,2.8,7.0,27.3,2.7,9.9,0.0
1183,PH086419000,Region VIII,Southern Leyte,Limasawa,48.5,5.1,10.6,40.1,57.0,37.3,4.9,13.1,25.1,4.1,16.4,0.0
1184,PH087801000,Region VIII,Biliran,Almera,25.1,3.2,12.6,19.9,30.3,26.8,3.5,13.0,20.5,3.2,15.8,0.0
1185,PH087802000,Region VIII,Biliran,Biliran,32.6,3.3,10.1,27.2,38.1,33.2,4.2,12.7,23.3,3.6,15.6,0.0
1186,PH087803000,Region VIII,Biliran,Cabucgayab,38.5,3.6,9.3,32.7,44.4,35.2,4.1,11.5,26.3,3.6,13.5,0.0
1187,PH087804000,Region VIII,Biliran,Caibiran,36.3,2.8,7.9,31.6,41.0,38.3,4.0,10.3,27.6,2.9,10.4,0.0
1188,PH087805000,Region VIII,Biliran,Culaba,31.7,3.3,10.5,26.2,37.2,35.5,3.5,9.9,27.4,3.4,12.6,0.0
1189,PH087806000,Region VIII,Biliran,Kawayan,32.0,3.1,9.6,26.9,37.0,33.5,3.5,10.4,24.2,3.4,13.9,0.0
1190,PH087807000,Region VIII,Biliran,Maripipi,41.8,3.5,8.5,35.9,47.6,28.0,3.5,12.5,20.1,2.7,13.3,0.0
1191,PH087808000,Region VIII,Biliran,Naval,21.7,2.2,10.2,18.1,25.4,27.8,2.4,8.6,19.9,2.5,12.6,0.0
1192,PH097201000,Region IX,Zamboanga del Norte,Dapitan City,38.3,1.7,4.5,35.5,41.1,40.0,4.5,11.3,46.7,5.3,11.3,0.0
1193,PH097202000,Region IX,Zamboanga del Norte,Dipolog City,40.3,1.4,3.5,38.0,42.6,26.8,5.2,19.5,33.0,5.5,16.7,0.0
1194,PH097203000,Region IX,Zamboanga del Norte,Katipunan,52.3,1.7,3.3,49.4,55.1,57.1,4.4,7.7,58.9,6.0,10.2,0.0
1195,PH097204000,Region IX,Zamboanga del Norte,La Libertad,47.9,4.7,9.8,40.2,55.6,45.0,7.5,16.7,43.0,7.2,16.7,0.0
1196,PH097205000,Region IX,Zamboanga del Norte,Labason,46.7,3.6,7.6,40.8,52.5,48.9,6.0,12.2,54.7,6.6,12.1,0.0
1197,PH097206000,Region IX,Zamboanga del Norte,Liloy,39.1,2.3,5.9,35.3,42.9,51.4,5.1,10.0,50.9,6.0,11.7,0.0
1198,PH097207000,Region IX,Zamboanga del Norte,Manukan,51.7,3.3,6.4,46.3,57.1,68.2,5.4,7.9,58.9,5.6,9.5,0.0
1199,PH097208000,Region IX,Zamboanga del Norte,Mutia,43.8,4.0,9.0,37.3,50.3,57.8,6.8,11.7,42.9,6.9,16.0,0.0
1200,PH097209000,Region IX,Zamboanga del Norte,Piâ€“an,40.2,3.2,8.1,34.9,45.5,55.5,5.4,9.7,45.8,5.9,12.8,0.0
1201,PH097210000,Region IX,Zamboanga del Norte,Polanco,36.8,2.8,7.7,32.1,41.4,47.3,5.1,10.7,47.1,6.0,12.6,0.0
1202,PH097211000,Region IX,Zamboanga del Norte,Pres. Manuel A. Roxas,51.3,2.9,5.7,46.4,56.1,66.3,4.7,7.1,59.6,4.9,8.3,0.0
1203,PH097212000,Region IX,Zamboanga del Norte,Rizal,33.4,3.2,9.5,28.1,38.6,37.3,5.4,14.5,47.0,6.4,13.7,0.0
1204,PH097213000,Region IX,Zamboanga del Norte,Salug,49.5,3.6,7.3,43.5,55.4,60.2,5.3,8.7,54.8,6.3,11.5,0.0
1205,PH097214000,Region IX,Zamboanga del Norte,Sergio Osmeâ€“a Sr.,59.9,3.6,6.0,54.0,65.9,65.8,5.6,8.4,59.3,5.5,9.2,0.0
1206,PH097215000,Region IX,Zamboanga del Norte,Siayan,70.5,3.3,4.7,65.1,76.0,79.9,4.5,5.7,72.3,6.5,9.0,0.0
1207,PH097216000,Region IX,Zamboanga del Norte,Sibuco,67.2,3.6,5.4,61.2,73.2,68.2,5.2,7.7,66.0,6.4,9.7,0.0
1208,PH097217000,Region IX,Zamboanga del Norte,Sibutad,40.0,3.7,9.3,33.9,46.1,54.1,5.9,10.9,33.0,9.7,29.5,0.0
1209,PH097218000,Region IX,Zamboanga del Norte,Sindangan,46.9,2.4,5.1,43.0,50.9,56.8,4.5,7.9,58.2,4.9,8.3,0.0
1210,PH097219000,Region IX,Zamboanga del Norte,Siocon,49.2,3.1,6.3,44.2,54.3,63.6,5.8,9.2,59.8,6.3,10.5,0.0
1211,PH097220000,Region IX,Zamboanga del Norte,Sirawai,41.5,4.4,10.7,34.2,48.8,61.7,6.2,10.1,65.5,7.1,10.8,0.0
1212,PH097221000,Region IX,Zamboanga del Norte,Tampilisan,44.2,3.6,8.1,38.3,50.1,45.0,5.7,12.7,52.0,6.8,13.0,0.0
1213,PH097222000,Region IX,Zamboanga del Norte,Jose Dalman (Ponot),62.8,3.7,5.9,56.7,68.8,68.0,5.9,8.6,63.4,7.4,11.7,0.0
1214,PH097223000,Region IX,Zamboanga del Norte,Gutalac,67.4,3.1,4.6,62.3,72.5,70.4,4.6,6.6,71.1,5.4,7.6,0.0
1215,PH097224000,Region IX,Zamboanga del Norte,Baliguian,62.9,4.0,6.3,56.4,69.4,75.3,4.9,6.5,70.4,6.9,9.8,0.0
1216,PH097225000,Region IX,Zamboanga del Norte,Godod,60.8,4.0,6.6,54.2,67.4,71.1,6.8,9.6,60.9,6.1,10.0,0.0
1217,PH097226000,Region IX,Zamboanga del Norte,Bacungan (Leon T. Postigo),54.2,4.0,7.4,47.6,60.8,66.0,6.2,9.4,63.9,5.7,8.8,0.0
1218,PH097227000,Region IX,Zamboanga del Norte,Kalawit,52.9,4.1,7.7,46.3,59.6,65.8,6.8,10.3,60.4,7.4,12.2,0.0
1219,PH097302000,Region IX,Zamboanga del Sur,Aurora,43.2,1.8,4.3,40.1,46.2,31.5,4.0,12.7,27.7,3.6,12.9,0.0
1220,PH097303000,Region IX,Zamboanga del Sur,Bayog,44.5,3.2,7.2,39.2,49.7,43.6,6.1,14.0,29.2,5.0,17.1,0.0
1221,PH097305000,Region IX,Zamboanga del Sur,Dimataling,49.9,3.9,7.9,43.4,56.4,46.8,6.8,14.5,37.1,6.3,17.0,0.0
1222,PH097306000,Region IX,Zamboanga del Sur,Dinas,48.2,3.2,6.7,42.9,53.5,43.1,5.0,11.6,35.5,5.5,15.6,0.0
1223,PH097307000,Region IX,Zamboanga del Sur,Dumalinao,34.4,3.2,9.4,29.1,39.7,38.8,5.2,13.3,28.4,5.1,18.0,0.0
1224,PH097308000,Region IX,Zamboanga del Sur,Dumingag,48.6,2.8,5.7,44.0,53.2,42.8,4.6,10.7,35.6,5.1,14.3,0.0
1225,PH097311000,Region IX,Zamboanga del Sur,Kumalarang,47.6,4.6,9.6,40.1,55.2,45.9,6.4,14.0,33.7,6.1,18.1,0.0
1226,PH097312000,Region IX,Zamboanga del Sur,Labangan,35.2,2.5,7.1,31.1,39.4,33.9,4.6,13.5,29.6,5.2,17.4,0.0
1227,PH097313000,Region IX,Zamboanga del Sur,Lapuyan,58.7,3.8,6.6,52.3,65.0,53.0,5.7,10.7,37.6,5.3,14.1,0.0
1228,PH097315000,Region IX,Zamboanga del Sur,Mahayag,34.0,2.6,7.5,29.8,38.2,35.9,4.9,13.5,28.7,4.7,16.4,0.0
1229,PH097317000,Region IX,Zamboanga del Sur,Margosatubig,30.2,4.0,13.1,23.7,36.7,39.0,6.8,17.4,27.7,6.2,22.5,0.0
1230,PH097318000,Region IX,Zamboanga del Sur,Midsalip,54.9,3.2,5.8,49.7,60.2,52.7,6.4,12.2,37.6,5.4,14.4,0.0
1231,PH097319000,Region IX,Zamboanga del Sur,Molave,22.3,2.5,11.4,18.2,26.5,26.5,4.1,15.6,24.0,4.1,17.0,0.0
1232,PH097322000,Region IX,Zamboanga del Sur,Pagadian City,15.4,1.7,11.1,12.6,18.3,21.0,2.7,12.9,17.3,2.7,15.7,0.0
1233,PH097323000,Region IX,Zamboanga del Sur,Ramon Magsaysay,32.8,2.7,8.3,28.4,37.3,36.6,5.2,14.1,25.8,4.6,17.9,0.0
1234,PH097324000,Region IX,Zamboanga del Sur,San Miguel,46.5,3.6,7.8,40.6,52.4,41.6,6.4,15.4,27.7,5.5,19.8,0.0
1235,PH097325000,Region IX,Zamboanga del Sur,San Pablo,46.9,3.1,6.6,41.8,52.0,47.0,5.8,12.4,30.8,4.9,15.9,0.0
1236,PH097327000,Region IX,Zamboanga del Sur,Tabina,32.3,3.6,11.3,26.4,38.3,47.6,7.8,16.4,32.1,6.7,20.9,0.0
1237,PH097328000,Region IX,Zamboanga del Sur,Tambulig,34.3,3.0,8.8,29.4,39.3,38.0,5.3,14.0,30.0,4.8,16.1,0.0
1238,PH097330000,Region IX,Zamboanga del Sur,Tukuran,31.9,2.6,8.3,27.6,36.3,36.5,5.2,14.3,28.3,4.9,17.3,0.0
1239,PH097332000,Region IX,Zamboanga del Sur,Zamboanga City,12.6,1.4,11.3,10.2,15.0,19.9,2.0,10.2,19.7,2.7,13.7,0.0
1240,PH097333000,Region IX,Zamboanga del Sur,Lakewood,47.9,5.0,10.5,39.7,56.2,48.4,7.8,16.1,31.2,6.4,20.6,0.0
1241,PH097337000,Region IX,Zamboanga del Sur,Josefina,49.5,4.5,9.0,42.1,56.8,40.9,7.4,18.1,24.4,5.5,22.3,0.0
1242,PH097338000,Region IX,Zamboanga del Sur,Pitogo,34.0,4.0,11.8,27.5,40.6,49.8,7.9,15.8,30.7,5.3,17.2,0.0
1243,PH097340000,Region IX,Zamboanga del Sur,Sominot,50.4,4.2,8.2,43.6,57.2,54.5,7.1,13.1,35.3,6.5,18.4,0.0
1244,PH097341000,Region IX,Zamboanga del Sur,Vincenzo A. Sagun,46.2,3.6,7.9,40.2,52.2,46.5,6.3,13.4,34.7,6.1,17.7,0.0
1245,PH097343000,Region IX,Zamboanga del Sur,Guipos,38.8,3.7,9.6,32.7,44.9,36.0,5.7,16.0,28.3,5.7,20.2,0.0
1246,PH097344000,Region IX,Zamboanga del Sur,Tigbao,46.1,4.2,9.1,39.2,53.0,44.5,6.3,14.2,34.5,6.9,19.9,0.0
1247,PH098301000,Region IX,Zamboanga Sibugay,Alicia,45.9,1.9,4.2,42.8,49.1,54.0,6.3,11.6,46.4,6.0,12.8,0.0
1248,PH098302000,Region IX,Zamboanga Sibugay,Buug,35.8,1.5,4.2,33.4,38.3,40.2,5.4,13.5,29.6,4.9,16.5,0.0
1249,PH098303000,Region IX,Zamboanga Sibugay,Diplahan,35.1,3.7,10.6,28.9,41.2,43.9,5.8,13.2,31.5,5.7,18.1,0.0
1250,PH098304000,Region IX,Zamboanga Sibugay,Imelda,28.9,3.5,12.2,23.1,34.7,42.4,5.4,12.8,38.2,6.4,16.6,0.0
1251,PH098305000,Region IX,Zamboanga Sibugay,Ipil,19.7,2.3,11.9,15.8,23.5,32.2,3.6,11.0,29.3,4.3,14.7,0.0
1252,PH098306000,Region IX,Zamboanga Sibugay,Kabasalan,36.9,2.6,7.2,32.5,41.2,36.7,4.0,10.8,39.6,5.7,14.3,0.0
1253,PH098307000,Region IX,Zamboanga Sibugay,Mabuhay,67.3,4.0,5.9,60.7,73.8,68.9,5.7,8.2,57.2,7.7,13.5,0.0
1254,PH098308000,Region IX,Zamboanga Sibugay,Malangas,31.5,2.9,9.2,26.8,36.3,40.5,5.0,12.3,34.8,5.2,15.0,0.0
1255,PH098309000,Region IX,Zamboanga Sibugay,Naga,27.8,3.2,11.5,22.5,33.1,36.4,4.1,11.3,40.8,5.8,14.3,0.0
1256,PH098310000,Region IX,Zamboanga Sibugay,Olutanga,50.2,4.3,8.5,43.2,57.2,61.7,6.8,11.0,41.3,6.8,16.4,0.0
1257,PH098311000,Region IX,Zamboanga Sibugay,Payao,50.4,3.8,7.6,44.1,56.7,63.3,7.0,11.1,46.5,6.0,12.9,0.0
1258,PH098312000,Region IX,Zamboanga Sibugay,Roseller Lim,50.0,3.5,7.0,44.2,55.8,51.2,4.9,9.6,41.1,5.8,14.2,0.0
1259,PH098313000,Region IX,Zamboanga Sibugay,Siay,37.8,2.7,7.1,33.4,42.2,48.3,4.7,9.7,42.6,6.3,14.8,0.0
1260,PH098314000,Region IX,Zamboanga Sibugay,Talusan,59.6,6.1,10.3,49.5,69.7,66.5,7.8,11.8,55.3,8.1,14.7,0.0
1261,PH098315000,Region IX,Zamboanga Sibugay,Titay,33.2,2.6,7.9,28.9,37.6,45.1,4.5,10.0,38.2,5.0,13.1,0.0
1262,PH098316000,Region IX,Zamboanga Sibugay,Tungawan,56.1,3.7,6.6,50.0,62.2,59.5,5.8,9.8,51.1,6.3,12.3,0.0
1263,PH099701000,Region IX,Isabela City,Isabela City,22.4,1.9,8.5,19.3,25.5,23.0,2.9,12.6,22.4,3.4,15.0,0.0
1264,PH101301000,Region X,Bukidnon,Baungon,46.2,5.6,12.0,37.0,55.3,49.1,4.7,9.7,40.2,5.3,13.1,0.0
1265,PH101302000,Region X,Bukidnon,Damulog,64.0,4.8,7.6,56.1,72.0,52.2,4.9,9.4,42.4,4.9,11.6,0.0
1266,PH101303000,Region X,Bukidnon,Dangcagan,39.7,5.4,13.7,30.7,48.6,39.9,4.8,11.9,39.9,5.2,13.1,0.0
1267,PH101304000,Region X,Bukidnon,Don Carlos,37.6,3.7,9.8,31.5,43.7,42.0,3.3,7.9,39.5,4.0,10.0,0.0
1268,PH101305000,Region X,Bukidnon,Impasug-ong,58.5,5.4,9.2,49.6,67.4,46.1,4.7,10.1,43.0,5.5,12.7,0.0
1269,PH101306000,Region X,Bukidnon,Kadingilan,56.0,4.7,8.3,48.4,63.7,50.7,5.3,10.4,50.0,4.8,9.5,0.0
1270,PH101307000,Region X,Bukidnon,Kalilangan,53.0,4.6,8.7,45.4,60.6,51.3,5.1,9.9,33.8,5.3,15.7,0.0
1271,PH101308000,Region X,Bukidnon,Kibawe,49.0,4.0,8.2,42.4,55.6,46.8,3.2,6.9,48.1,4.0,8.2,0.0
1272,PH101309000,Region X,Bukidnon,Kitaotao,64.1,3.6,5.6,58.2,70.0,54.8,4.6,8.3,52.7,4.1,7.7,0.0
1273,PH101310000,Region X,Bukidnon,Lantapan,49.0,5.4,10.9,40.2,57.8,40.8,4.6,11.3,43.7,5.1,11.6,0.0
1274,PH101311000,Region X,Bukidnon,Libona,37.2,5.5,14.7,28.2,46.2,35.5,3.5,9.9,38.1,4.8,12.5,0.0
1275,PH101312000,Region X,Bukidnon,Malaybalay City,31.6,2.6,8.1,27.4,35.8,34.6,2.7,7.8,31.7,3.2,9.9,0.0
1276,PH101313000,Region X,Bukidnon,Malitbog,65.3,6.0,9.2,55.4,75.2,61.4,5.6,9.1,47.8,6.8,14.2,0.0
1277,PH101314000,Region X,Bukidnon,Manolo Fortich,34.0,3.3,9.8,28.5,39.4,33.5,3.3,9.9,31.6,3.2,10.1,0.0
1278,PH101315000,Region X,Bukidnon,Maramag,37.3,3.7,9.8,31.2,43.3,33.5,3.7,11.0,33.9,4.7,13.7,0.0
1279,PH101316000,Region X,Bukidnon,Pangantucan,51.7,4.6,8.8,44.2,59.2,53.2,3.8,7.1,41.6,4.2,10.0,0.0
1280,PH101317000,Region X,Bukidnon,Quezon,49.2,3.8,7.6,43.0,55.4,52.0,4.0,7.7,41.1,4.3,10.4,0.0
1281,PH101318000,Region X,Bukidnon,San Fernando,63.2,4.5,7.1,55.8,70.5,52.1,5.1,9.8,42.5,5.6,13.3,0.0
1282,PH101319000,Region X,Bukidnon,Sumilao,45.1,7.2,15.9,33.3,56.9,40.2,7.0,17.3,39.1,7.5,19.3,0.0
1283,PH101320000,Region X,Bukidnon,Talakag,62.4,3.9,6.2,56.0,68.8,50.3,3.9,7.8,53.8,4.5,8.3,0.0
1284,PH101321000,Region X,Bukidnon,Valencia City,34.8,3.4,9.8,29.2,40.4,35.8,3.1,8.5,35.1,3.5,9.9,0.0
1285,PH101322000,Region X,Bukidnon,Cabanglasan,59.3,5.3,9.0,50.5,68.1,45.2,5.2,11.4,50.5,4.1,8.1,0.0
1286,PH101801000,Region X,Camiguin,Catarman,43.9,5.0,11.3,35.7,52.1,58.4,4.3,7.4,47.4,6.4,13.4,0.0
1287,PH101802000,Region X,Camiguin,Guinsiliban,68.8,6.0,8.8,58.9,78.8,45.7,5.4,11.7,47.5,6.2,13.0,0.0
1288,PH101803000,Region X,Camiguin,Mahinog,43.4,5.4,12.4,34.6,52.3,45.9,4.0,8.7,36.5,5.0,13.6,0.0
1289,PH101804000,Region X,Camiguin,Mambajao,30.9,4.5,14.5,23.5,38.2,36.2,4.1,11.4,37.4,4.9,13.1,0.0
1290,PH101805000,Region X,Camiguin,Sagay,49.9,5.4,10.8,41.1,58.8,42.1,5.4,12.8,54.5,7.1,13.0,0.0
1291,PH103501000,Region X,Lanao del Norte,Bacolod,37.8,4.3,11.4,30.7,44.8,40.2,4.7,11.7,34.8,5.2,15.0,0.0
1292,PH103502000,Region X,Lanao del Norte,Baloi,52.8,5.6,10.6,43.6,61.9,48.3,3.9,8.0,33.2,4.5,13.5,0.0
1293,PH103503000,Region X,Lanao del Norte,Baroy,44.6,3.7,8.2,38.5,50.6,47.0,4.0,8.5,45.8,5.3,11.6,0.0
1294,PH103504000,Region X,Lanao del Norte,Iligan City,17.5,2.4,14.0,13.4,21.5,24.4,1.9,7.6,23.1,2.4,10.5,0.0
1295,PH103505000,Region X,Lanao del Norte,Kapatagan,43.5,3.8,8.8,37.3,49.8,47.6,3.3,7.0,42.5,4.8,11.4,0.0
1296,PH103506000,Region X,Lanao del Norte,Sultan Naga Dimaporo,64.0,3.8,6.0,57.7,70.3,59.9,3.8,6.4,48.9,4.4,9.0,0.0
1297,PH103507000,Region X,Lanao del Norte,Kauswagan,41.1,4.9,11.9,33.1,49.2,49.5,4.5,9.1,46.4,7.5,16.1,0.0
1298,PH103508000,Region X,Lanao del Norte,Kolambugan,36.2,3.4,9.5,30.5,41.9,41.7,3.3,8.0,38.4,4.5,11.6,0.0
1299,PH103509000,Region X,Lanao del Norte,Lala,43.3,4.6,10.6,35.7,50.9,37.0,3.1,8.5,35.1,4.0,11.3,0.0
1300,PH103510000,Region X,Lanao del Norte,Linamon,30.4,5.4,17.9,21.4,39.3,31.0,5.1,16.5,36.3,6.2,17.0,0.0
1301,PH103511000,Region X,Lanao del Norte,Magsaysay,55.4,4.7,8.5,47.7,63.2,59.2,3.8,6.4,46.6,4.5,9.6,0.0
1302,PH103512000,Region X,Lanao del Norte,Maigo,36.8,4.2,11.4,29.9,43.7,43.7,4.8,11.0,45.2,7.0,15.5,0.0
1303,PH103513000,Region X,Lanao del Norte,Matungao,64.5,6.6,10.2,53.7,75.3,59.3,5.6,9.5,37.8,5.7,15.1,0.0
1304,PH103514000,Region X,Lanao del Norte,Munai,65.2,3.8,5.8,58.9,71.4,67.5,3.6,5.4,42.5,5.3,12.5,0.0
1305,PH103515000,Region X,Lanao del Norte,Nunungan,79.7,4.7,5.9,72.0,87.4,67.9,4.1,6.1,51.9,4.5,8.7,0.0
1306,PH103516000,Region X,Lanao del Norte,Pantao Ragat,67.3,6.0,8.9,57.5,77.2,59.7,4.2,7.1,40.6,5.3,13.0,0.0
1307,PH103517000,Region X,Lanao del Norte,Poona Piagapo,73.8,4.4,6.0,66.5,81.0,66.8,3.9,5.8,48.3,4.7,9.7,0.0
1308,PH103518000,Region X,Lanao del Norte,Salvador,68.7,4.8,7.0,60.8,76.5,56.3,4.6,8.2,57.1,6.3,11.1,0.0
1309,PH103519000,Region X,Lanao del Norte,Sapad,58.4,4.9,8.4,50.4,66.5,62.0,4.5,7.3,45.9,5.4,11.8,0.0
1310,PH103520000,Region X,Lanao del Norte,Tagoloan,69.8,7.4,10.5,57.8,81.9,69.4,5.8,8.3,66.5,8.5,12.7,0.0
1311,PH103521000,Region X,Lanao del Norte,Tangcal,79.3,4.6,5.8,71.7,86.9,67.4,4.3,6.4,50.5,7.1,14.0,0.0
1312,PH103522000,Region X,Lanao del Norte,Tubad,38.0,3.9,10.3,31.6,44.4,48.3,3.1,6.4,34.4,3.9,11.3,0.0
1313,PH103523000,Region X,Lanao del Norte,Pantar,67.2,4.8,7.1,59.3,75.0,57.5,3.9,6.7,39.4,4.1,10.4,0.0
1314,PH104201000,Region X,Misamis Occidental,Aloran,39.6,3.6,9.2,33.6,45.6,42.7,2.9,6.9,39.1,6.0,15.3,0.0
1315,PH104202000,Region X,Misamis Occidental,Baliangao,49.6,3.9,7.9,43.2,56.0,37.7,4.0,10.6,48.5,5.8,12.0,0.0
1316,PH104203000,Region X,Misamis Occidental,Bonifacio,51.8,4.5,8.6,44.5,59.1,44.9,4.0,9.0,66.6,5.7,8.5,0.0
1317,PH104204000,Region X,Misamis Occidental,Calamba,27.1,3.8,14.2,20.8,33.4,41.4,3.3,7.9,38.7,5.6,14.5,0.0
1318,PH104205000,Region X,Misamis Occidental,Clarin,33.5,3.2,9.5,28.2,38.7,38.8,3.0,7.6,43.7,6.0,13.7,0.0
1319,PH104206000,Region X,Misamis Occidental,Concepcion,78.0,5.4,6.9,69.2,86.8,62.3,4.2,6.8,76.5,5.4,7.1,0.0
1320,PH104207000,Region X,Misamis Occidental,Jimenez,28.0,3.4,12.1,22.4,33.5,40.9,3.5,8.6,36.4,4.7,12.8,0.0
